userName,score,at,content
Ardy Fajar,1,2023-05-05 16:33:12,"Gagal ikutin Promo 5.5. buka apk lemot banget. Pdhal wifinya super cepat. Streaming lancar jaya. Tp pas scroll cari brg shope, lemotnya gk ketulungan."
Putri Wibowo,1,2023-05-05 15:38:26,Akun saya tiba tiba dinonaktifkan... Dengan alasan yg g jelas.. Masak belanja di shope bayarnya pake kredivo...apa gak malu.. Kalo kyk gitu mending g usah iming2 limit...kalo g bisa diaktifkan..
Ritha Tahitu,3,2023-05-05 15:04:59,"Ukuran 2 sepatu yang dibeli terlalu kecil dari biasanya (normal), ketika mau ditukar, penjualnya (ANYA OFFICIAL SHOP) menolak, saya sangat kecewa."
Samuel Pardede,1,2023-05-05 14:27:05,"Tolong min buat kurir nya tolong dong diterahkan biar mereka chat dari WA atau telfon gitu jdi kurir dan saya bisa saling info kapan mereka dtg dan kapan saya bisa, ini gadak info pas saya lgi out home susah tw sering kek gini gagal pesanan karna saya tdk ada dirumah karna saya jga gatau jam brp kurir nya antar paket saya dan knp tdk ada mereka chat dari WA nyebelin bgt tw ga!!!!! Buat saja seperti apk lazada kurir nya chat kmi, dan adanya ulasana saya tsb semoga ada kemajuan 🙏"
Ikhwal Ramadhan,5,2023-05-05 13:58:05,Tanpa pemberitahuan. Tiba tiba akun di batasi. Di dalam ada penjualan yang belum selesai.. Total uang 4juta an.. Dan di shopeepay ada saldo 1.300.000. Sungguh mengecewakan. Yang seharusnya penjual di permudah . ini malah berbanding terbalik...
Nazila Ila,3,2023-05-05 13:30:40,Aplikasinya bagus cuman sering bug dan juga setelah update video shoppe nya hitam semua nga ada gambar hanya suara aja tolong gimana ini mau lihat produk nga bisa
Ghea similikitty Channel,2,2023-05-05 13:29:54,"Ju2r ya sana yg gk nenengnya sama shopee affilate gk kyk tiktok cepat komisi gk banyak cincong,kalau pesanan sudah selesai komisi otomatis masuk,kalau di di shopee lama bgt bah kan sampai 1 bulan komisi saya blm masum dan tidak ada notipikasinya juga capek posting tiap hari tapi komisinya gk tau di kemnakan shopee. dan aplikasi semakin di upgrade semakin lemot bgt kesel,padahal jaringan full.🙄"
Khafid Zain,2,2023-05-05 12:48:53,Sudah lapor bug tampilan expedisi blank tapi tidak ada tindak lanjut malah di tanya spec hp di jawab spec hp saya ram 8 internal 256 malah seakan nyuruh ganti hp. Ya intinya saja jadi ndak nyaman aja kalo belanja ngak bisa milih expedisi intensitas pengunaan aplikasi jadi menurun ya karena nga nyaman
anastasia veronica,3,2023-05-05 12:14:27,"Shopee makin hari makin lemot, aplikasi shopee food jg tiba2 error, tidak bisa dibuka, padahal baru order makanan, jadi tdk bs memantau driver smp di mn, sdh sampai dpn pagar saya pun jg tdk tahu, kasihan jg driver nya nunggu lama krn ini bangunan kost2 an,gak kedengaran kl dr dlm rmh, kadang map nya msh di mn ternyata drivernya sdh dekat, makin bingung"
Lian Andarista,1,2023-05-05 12:11:38,mohon diperbaikin dong sistemnya. shopee makin lama makin lemot apalagi ketika ingin melakukan pembayaran loadingnya lama sekali. padahal jaringan sudah stabil.
Rahangmetan Lifan,1,2023-05-05 12:00:54,"Untuk sementara saya kasih bintang dua aja dulu ya, dan tolong memanilisir para pelapak yg menjual barangnya TIDAK SESUAI dengan iklan yg di tampilkan dan tolong lebih di tingkatan lagi masalah pelayanan dan respon penjual terhadap pembeli dalam sesi tanya jawab satu produk yg diinginkan oleh pembeli. Aplikasi shoppe masalah pelayanan sistem jasa pengiriman yg di kelola oleh Shopee terkesan BURUK dan LAMBAT karena estimasinya lama banget baru proses pesanan di kirim, jasa pengiriman di batasi."
bang Ris,1,2023-05-05 11:35:11,"Aplikasi gajelas + super super ribet, mau login tapi malah disuruh verifikasi scan QR pake akun yg mau kita login, gimana mau scan kita aja belum login, nyediain costumer servis tapi bot ga berguna sama sekali"
BTG GAMING,2,2023-05-05 11:18:49,"Udah kurang suka lagi ama Shopee semenjak aplikasinya berat, ram HP ku 3gb, tapi berat banget buka Shopee, harusnya untuk apl E-cormerce yg di buat berat berat lah, kasian buat yg punya HP ram kecil, apalagi klo ada event pasti kagak bakal kebagian, karena pasti leg"
Tatta Diana,5,2023-05-05 10:53:20,"Bagus semua, cuma 1. Kalau ada kiriman ga ada kontak dg kurir. Seharusnya kalau mau kirim ada konfirmasi, misal keluar rumah pas jadwal cod kan jadi enak. Thanks"
Frinza Rahma,4,2023-05-05 09:56:28,"suka banget sama apk nya, tapi masalahnya kalau mau checkout mesti gaada jaringan/keputus terusss,,, padahal jaringan saya lancar lancar aja... tolong yahhh🙏"
Viona Viona,1,2023-05-05 09:44:23,"Padahal mau bayar tapi dibilang jaringan jelek, padahal jaringan bagus-bagus aja. Mau bayar pakai shopeeepay pun gabisa. Dibilang lagi download ini itulah, padahal gaada update"
Syifa Laili,1,2023-05-05 09:29:05,"Mohon maaf min ini kenapa saya download aplikasi shopee trus saya buat akun shopee tidak bisa, mohon solusinya terimakasih ini aplikasi baru download brarti ya terbaru min kalo masalah jaringan full baik. Solusinya apa ini min"
Devi Diah Purwani,4,2023-05-05 09:24:53,App paling menguntungkan udah bisa ngasilin uang bisa buat blanja dan beli pulsa udah produk ori² trus murah² juga... Harapannya app shoppy lancar trus walau terkadang sesikit lelet karena perbaikan di developernya. Tapi semua lancar..
"Hardisuhardi Syam, Sm, SPd",5,2023-05-05 08:12:10,"Baik aplikasinya.. banyak seelller .. hanya saja Lama pengiriman bisa sampe makan waktu berminggu minggu.. login akun nya juga akuratnya pada nomor telpon saja, ribet jikalau nomor telpon hilang atau tidak aktif . .. Sekrng jadi seller id juga gampang jadi sudah banyak penipuan transaksi diarahkan via shopee. Tolong lebih akurat dan efisien tentang penjualan dan keakuratan isi barang juga seller seller bertopeng"
M saatul fajri,5,2023-05-05 08:05:40,Belanja mudah. Lengkap apa aja ada. Cocok soalnya q mager kalau harus belanja diluar. Bisa cod yang paling ngebantu aku. Soalnya jarang isi saldo. Terimakasih
Mila Mila,2,2023-05-05 08:01:56,"gatau mau ngomong apa lagi ini aplikasi mana pesanan saya hilang,ada barang yang statusnya sdh di tanda tangani tapi saya blm menerima apa apa, ada jugaa yang yang saya masukkan ke troli 9 produk pas di chek out cuma 5 yang masuk,, TOLONG DIPERBAIKI"
Itatri Lestari,1,2023-05-05 07:07:23,",kenapa sekarang malah enggak bisa masuk ke akun qu sendiri setelah log out dari hp lama, enggak bisa log in di hp baru, keterangannya sandi dan email tidak terdaftar, padahal jelas"" masih aktiv dan sering aq pakai tolong solusinya donk"
Bagus Anwar,1,2023-05-05 07:03:27,"Aplikasi terlalu banyak bug,kadang suka mempersulit pembayaran somoga cepat di perbaiki,awalnya saya kira masalah pada jaringan setelah saya buka apl sebelah ternyata lancar"" Saja,mengecewakan!!!!!"
Alwi Rahman,1,2023-05-05 06:45:58,Makin parah tak ada pilihan. Nama jasa kirim.hemat/leguler/ cargo. Tau² dapat J&T XSPRESS. Lambat loading.. JNE moantap tapi sayang tak ada pilihan. . Tiba² pesan. Baru muncul jasa kirim menjengkelkan.
Sulaeman Apip,1,2023-05-05 06:32:24,Saya penjual di shopee..sekarang kecewa sama shopee..apk terbaru shopee tidak menyediakan jasa kirim J&T CARGO..ada nya JNE TRUCKING dan SIGOKIL..tapi di sayangkan kedua expedisi tersebut tidak bisa COD..saya jadi susah mengirim barang yang berat2..tolong apk shopee terbaru nya menyediakan jasa kirim J&T CARGO
LaRas,1,2023-05-05 05:53:33,"Shopee bisa ga blacklist penjual ? Ini produk saya beli ga lengkap dan ga amanah pula sang penjual mestinya bayar shopeelater walaupun sudah diterima pesan, kasih uang ke penjual 1x24 jam karena pembeli belum buka produknya. Gimana nasib yg cod produk ga lengkap setelah dibayar dan dibuka ?"
Cindi Delfira,1,2023-05-05 05:53:22,"Saya member platinum,sangat kecewa terhadap shopee. Saya rasa semakin tinggi tingkat membernya justru potongan ongkir nya jadi susah. Saya ada banyak voucher belanja min. 0 rupiah tapi semuanya gabisa di gunakan. Hal ini buat saya gak bisa check out satupun barang di keranjang shopee. Sudah hubungi CS nya tapi tidak di bantu bilangnya ""sudah kebijakan team terkait"". Saya beralih belanja di tokped😊"
Aaa Bbb,1,2023-05-05 04:55:51,"Sangat tidak berguna,baru mau pesan untuk ke 2 kalinya lansung tidak bisa cod semua dari barang kecil sampai yg besar,padahal waktu pesan barang pertama saya ambil tidak pernah saya batalkan atau tidak mengambil barang,sudah di update pun masih tidak bisa cos"
Emil Juniar Lestari,1,2023-05-05 04:45:24,"Shopee kenapa sih makin kesel aja, dari dulu langganan sekali belanja onlen d apk ini tapi sekarang2 makin gajelas. Udah paling bener belanja di apk sebelah dah harus beralih kah? Belanja pake shopeepay makin ribet, udh mau cekout katanya penyimpanan abis lah dulu ga kek gt biasa2 aja hadeuh.. Hampir dr dulu Saya bayar lewat shopeepay terus dan br kali ini dipersulit."
Awan Setiawan,5,2023-05-05 04:43:07,Shopee nya mah oke. Cuman jasa pengirimannya saja yg suka lelet. Estimasi barang sdh sampe di kota pemilik paket tp barang di terimanya 3 hari kmudian....
Parhan Hidayat,1,2023-05-05 03:40:30,"Kenapa shopee sekarang tidak bisa checkout barang, hanya barang tertentu saya yang bisa d checkout dan kenapa voucher tidak bisa digunakan! Tolong perbaiki shopee!"
Dafian DW,1,2023-05-05 02:34:15,"kenapa ya, di apk pas 4 mei saat transfer ke bank ada tulisan sedang dalam proses. katanya butuh 1 hari agar saldo di kembalikan. giliran udah tanggal 5 mei pas saya cek transaksi yang ada di shope udah hilang dan saldo gabalik sama sekali. gada laporan saldo berhasil atau gagal dalam transaksi. perusahaan besar masa gini"
Denny Firmansyah,3,2023-05-05 02:23:09,"Tolong developer nya kenapa suka lama loding nya patah patah terus kalau mau buka apk nya mohon di tindak lanjuti lagi, itu aja sekian terima kasih."
Zubdatul Waidin,1,2023-05-05 01:55:32,"Aplikasi belanja jelek banget, perkara telat bayar spaylater 1-2 hari aja, akun d batasi ga bisa belanja. Padahal sudah saya lunasi sekarang. Malas belanja di shopee ribet, ditambah adminnya jutek banget. Lu yg telat bayar kok apk nya di salahin? Iya gua telat, tp kn udah d lunasin, gua pakek spaylater buat beli pulsa saja waktu itu, dan posisi di mbanking saldonya belum saya isi (mendesak). Sekarang niat belanja, eh akun d batasi. Mending belanja di platform lain aja."
Muhammad Rizalul Fiqri Wibowo,2,2023-05-05 01:53:23,"Sebagai penggun setia shopee saya Kecewa, dh login log out, udh di bersihin mati daya dll, di coba ke apk lain juga baik baik aja jaringan saya, tapi tetep aja shopee nya ngebug, tolong di perbaiki"
Riska Syabrinna,1,2023-05-05 01:31:18,"aplikasi berjalan sangat lama, keluhan lewat cs ga pernah di perhatikan priode jatuh tempo saya sebelum di pakai tgl 11 tapi pas saya menggunakan spay later malah tgl 1 aneh sekali, saya jadi telat bayar karena memang tidak sesuai dengan jatuh tempo awal, hadeh di perbaiki dong!"
LaAth ZA,5,2023-05-05 01:00:05,Pakai shopee lebih gampang aja ketimbang burung hijau dan produk yang di jual banyak harga banyak yang terjangkau juga berkelas..hati-hati ajah kalau beli bisa ketipu.. tapi ada juga bareng yang saya enggak temuin di shopee mungkin emang produk nya langkah atau di Indonesia belum banyak yang jual produk itu sejauh ini belum ada masalah sama shopee saya
Rofiah Fadhilah,1,2023-05-04 22:51:02,Kenapa sekarang klu setiap ada event aplikasi Shopee jadi membeku.. Di buka sulit.. Jangankan belanja di buka aja aplikasinya susah.. Jadi gx bisa blanja.. Kecewa banget deh... Tolong jangan di perberat lah aplikasinya.. Biar semua orang bisa blanja dengan baik. Tanpa adanya drama loading.... Atau aplikasi membeku..
Desi Purwati,5,2023-05-04 22:29:06,"Aplikasi belanja yg keren & paling lengkap, paling murah , byk voucher gratis ongkir & cashback, bisa byr ini itu meskipun ada yg hijau & biru aq mahh dr dulu tetep pake orange, alhamdulillah gk pernah kecewa dgn barang yg dbeli,, sukses terusss buat Shopee 👍👍👍"
Kiya_ Kitsuneokami,2,2023-05-04 17:53:45,1. Tolong ingatkan kepada toko²nya agar selalu menyediakan pilihan jasa pengiriman yg murah semisal j&t cargo ke tujuan manapun. 2. Tolong filternya diperbaiki. Sebab seringkali tidak sesuai.
Syamsul 7,2,2023-05-04 17:37:11,"Setiap di tanggal cantik, voucher diskon, promo, & potongan ongkir kya ga ikhlas, baru beberapa menit udah habis voucher nya pahadal udah di bela² in nunggu sampai di jam 12 malam jdi kecewa sih, aplikasi nya pun berasa berat banget, nge lag padahal jaringan bagus & penyimpanan masih banyak"
Manto Ulala,2,2023-05-04 16:46:02,Makin kesini makin susah ni aplikasi. Mau top up saldo ewallet sama beli vocer game aj susah mesti buka di PC / Laptopp. Bukanya mempermudah tp mempersulit.... Iklan Elit Top up Syulit
Rey Kurniawan,2,2023-05-04 15:06:47,"Jadi ga lancar aplikasinya, banyak bug. Udah update masih aja download tambahan, lemot pokoknya. Harus di perbaiki lagi biar lancar, kalo udah enak lagi full bintang lagi.."
Ubaidillah Trisna,3,2023-05-04 14:30:54,Pernah 2x belanja. 2 x mendapatkan barang rendah sekali mutunya. Bahkan pernah beli jam tangan. Ternyata jam tangan palsu. Jam mainan anak2. Tidak bisa dipakai.
Rai Hann,4,2023-05-04 14:17:48,"semoga dilihat, saran saya kalau ada flash sale handphone itu dibatasi device nya deh, soalnya banyak user yg handphone nya bagus masih nyoba flash sale handphone tersebut, karena hal ini user handphone yang menengah kebawah jadi sulit karena hal tersebut."
Lia Sweet1799,5,2023-05-04 12:53:51,"Aplikasinya sih bagus tp synk bnyk lemotnya pdhl sinyal bagus,kuota msh bnyk jd tlg lebih di tingkatkan lg aja spy pas qta lg nyari2 brng bs lebih loss lg gak pake ngadat2 segala."
MUHAMMAD ADELLIN muzaini.,1,2023-05-04 12:46:57,"Banyak di shopee kulir yang tidak amana,,sàya sudah tunggu di rumah terus tidak datang ""juga,,,di shopee nya tertera barang sedang di antar ke alamat tujuan ,,,rupanya tidak sampai sampai juga,,malah barang tersebut di balikan ke toko nya,,tolong yaa pihak aplikasi ,,,tanggapi kulir""yang tidak amana seperti itu,,,🙏🙏🙏"
Sania Hilyati,3,2023-05-04 11:53:55,"tambah buruk aplikasinya, ga bisa check out pdhl udh top up trs mau check aplikasi wajib dowload fitur pdhl udah pling updaatee trs pihak shopee d chat juga ga bisa beri solusi lain selain nunggu katanya ada perbaikan sistem, karna udh d perbaiki bintangnya ku naikin"
Syauqy Abdullah,1,2023-05-04 10:30:56,"Vocher gratis ongkir sama cashback food nya ga bisa dipakai😡, pembayaran juga harus shoopepay, masa berlaku masih aktif, sebelum"" nya tidak ada masalah, baru ini pertama ada kendala..."
Mericaa Bubuki,1,2023-05-04 09:52:49,"Ada apa sih dengan shopee, setelah update malah g bisa belanja, setiap co selalu ada tulisan promo telah di pakai, padahal tidak ada belanja pada hari itu , beli pulsa aja g bisa , heran bgt"
Reno24Dhee,1,2023-05-04 09:36:12,"Shopee ini untuk yg kesekian kalinya. Setiap paket dari ekspedisi mu kenapa selalu ada barang yg kurang dan bungkus plastik paket selalu terbuka ?!!!! Aku pakai yg lain saja aman! Ada promo tp harus pakai ekspedisi shopee , tp tak beres"
Dayu Damay97,3,2023-05-04 09:35:12,"Kenapa ia Shopee lemot banget, padahal sinyal full kuota full juga, dan aplikasi baru saya perbaharui. Tapi buka Shopee lemot banget. Bikin belanja gk seru..."
aulianrsf 19,4,2023-05-04 07:51:40,"Maaf ini kenapa sudah berhari hari fitur paylaternya bermasalah terus setiap kali mau bayar, alhasil besok jatuh tempo gara gara ketika melakukan pembayaran paylaternya bermasalah terus menerus. Sampai akhirnya saya belum membayaran tagihan saya karena masalah dari apknya. Tolong ini bagaimana, besok jatuh tempo saya tidak mau telat bayar hanya karna masalah dari apk."
S Riya,2,2023-05-04 06:45:17,"ada biaya penanganan & isi saldo shopay tarif naik pula. suka nge bug ga jelas, pakai shopee express lama pol, diganti pengiriman lain kadang ga bisa, tolong lah kerjasama nya"
BTH,1,2023-05-04 04:58:37,"Gue order dan langsung bayar kenapa order nya dibatalkan oleh sistem shoppe nya alasannya tidak membayar tepat waktu padahal saya sudah langsung bayar via shoppepay, mana ga bisa di refund lagi dan pihak penjual juga TDK bisa bertanggung jawab. Ini murni kesalahan sistem. Saya kasih bintang 1."
Rayhan Rina,5,2023-05-04 04:47:52,"Puas belanja di shopee, sangat terbantu. Walau ongkir kadang gak ada. Terimakasih shoope selalu kasih budget paylater yg banyak. Tambahin Tenor dong buat shoope pinjam nya masih sampe 6 bulan punya saya. Mau masa pinjaman Spinjam yg smpe 12 bulan. Hehehee"
Aditiya Putra,1,2023-05-04 04:22:34,"Paket 2 kali bermasalah Pertama gagal dengan status penerima tidak ada/tidak dapat dihubungi kurir(padahal seharian saya dirumah gaada chat/telf dari siapapun) dan tau tau paket gagal dan dikirimkan balik ke penjual Kedua paket stuck di Solo DC dan menunggu kiriman, saya chat di solo DC malah disuruh transfer terlebih dahulu baru dikerjakan padahal status pembayaran paket itu COD(bayar ditempat), terus saya ke solo DC paket belum sampe ke sana masih ada digudang dan tidak bisa diambil"
tedi ismanto,1,2023-05-04 04:15:15,"Shopee makin kesini makin ga nyaman, setiap sudah filter yg muncul tidak sesuai yg difilter, jd makin susah mau barang yang ingin dicari sesuai filter"
FRiDO DINATA,3,2023-05-04 04:07:04,"Saya pengguna shopee dan mitra shopee,gak tau kenapa akun saya tiba"" Langsung diblokir sepihak tanpa adanya peringatan terlebih dahulu. Padahal akun tersebut digunakan untuk penjualan pulsa dll. Dan sekarang saldo saya tertahan diakun tersebut. Sangat disayangkan ini sangat merugikan. Jika karena persoalan pengembaliaan dana saat transaksi pembelian barang dimana merasa ada keterkaitan reputasi penjual,ya harapannya ditinjau terlebih dahulu,karena faktanta barang yg saya beli memang rusak."
Сказать Сердце,3,2023-05-04 03:41:22,"Sepertinya perlu banyak perbaikan semoga update berikutnya lebih penting untuk kenyamanan pengguna jangan terus update tapi malah banyak bug dan aplikasi terasa tambah berat karena terlalu banyak fitur kurang penting terus ditambahkan, saya rasa Dev tentu sangat menyadari hal ini tapi kurang tanggap saat merespon keluhan pengguna, terimakasih sukses selalu untuk Shoope semoga update berikutnya akan menjadi solusi kenyamanan pengguna"
Sukoco Koco,5,2023-05-04 03:33:18,"Selamat pagi shopee Saya sudah lama menggunakan aplikasi ini. Saya sering belanja lewat aplikasi ini,SDH banyak.tapi kenapa Spinjam saya tidak tersedia,tolong di bantu supaya bisa si gunakan Spinjam saya,karena saya sangat memerlukannya.terima kasih🙏"
Anita Alayubbi,5,2023-05-04 03:26:36,Barangnya realpict... pengiriman sesuai dgn tgl nya. Reseller nya ramah ..kurirnya baik dan cepet prosesnya. Ok deh pokoknya
khoirul fajar_57,5,2023-05-04 03:20:50,"Shopee sudah menjadi aplikasi yang cocok untuk saya di pembelian online di bandingkan aplikasi"" lainnya. Salah satunya pengiriman cepat, banyak potongan hrga, dan tentunya ada banyak voucer gratis ongkirnya😁😁🙏🙏🙏"
DimsDD,5,2023-05-04 02:45:31,"Aplikasinya mantap, cs nya melayani dengan baik,tapi kok udah banyak transaksi dan transaksi diatas 1 jutaan semua limit spaylater saya ngak naik2 ya? Aplikasinya bagus"
Rakhma Tika04,1,2023-05-04 01:23:01,"Kl seller elu salah kirim pesanan ke pelanggan, seharusnya kurir elu dtng ke rumah gw buat ambil paket yg bakal gw balikin akibat kesalahan seller elu..jangan di bikin ribet gw d suruh balikin barang ke tmpt ekspedisi atau ke Alfamart. gw belanja online biar gak ribet.ini malah d bikin ribet dengan peraturan elu.. tindak tegas seller yg semena mena kepada pembeli.. masalah seperti ini seharusnya bs dengan cepat di tangani oleh team shopee.."
Sarah Tmg,5,2023-05-04 01:05:13,"Pokoknya belnja dishopee enaak ngga pake ribet,terus yang lebih mantap lagi sering banget dapat voucer gratis ongkir,terimakasih shopee dengan aplikasi ini saya bisa belanja dengan mudah,dan alhamdulillahnya saya selalu lancar saat berbelnja no problem² deh pokoknyaa"
Amanda Pamela,3,2023-05-03 22:19:30,"Di update malah ngeselin, udah bayar pesanan dari kemaren tapi sampai sekarang belum terverifikasi. Kalo sampe batal otomatis, duit saya kan ilang"
Davinda Maheswari Nindita Rizki,5,2023-05-03 21:41:04,Bagus.. Suka pake sopi.. Kalo lemot biasanya minta diupdate. Sebulan sekali atau 1 bulan 2x mesti minta diupdate. Kalo udah diupdate bisa lancar. Sangat membantu untuk belanja.
Mimi Mutia,1,2023-05-03 17:43:37,"shopee nge bug parah padahal pake hp baru ini dan sudah bersihkan cache jaringan juga okey terus di logout dan login lagi ttep masih banyak bug juga, dan yg paling payah itu sistem pengoperasian nya programmer nya siapa sih ini tolong dong di tingkatkan lagi performa nya. dan saran aja sih hilangin aja tuh fitur video pendek bener"" ganggu bgt"
Jelita Waruwu,1,2023-05-03 17:09:52,"Logout, logoin, update, instal, uninstal, pake data jaringan yang kencang, ganti ke WiFi, apalagi coba. Tetap aja aplikasinya ngebungnya gk ketolong.. niat mau isi saldo gk bisa2. .. hadee....."
Nesiani acu,3,2023-05-03 15:53:33,"Kenapa ga bisa chat seller sih? Padahal pake wifi. Jaringan bagus"" Aja. Setiap chat pasti loading terus ga kekirim /pengiriman gagal. Tolong dong kanapa nih"
I Iksan,1,2023-05-03 15:17:45,"Shopee sekarang ga bisa unggah video, video udah dihapus dalam keterangannya padahal kan saya ga hapus masih ada dihp, foto saya edit ga bisa diunggah juga,, tolong tim shopee diperbaiki peforma nya agar ga ngelag, mending seperti awal foto diedit n video juga bisa diunggah"
Ibrahim Baabud,5,2023-05-03 15:13:19,"Kebanyakan brgnya sesuai pesanan walaupun ada sih satu 1 atau 2 brgnya tdk sebaik fotonya,hal ini mungkin perlu perbaikan. Utk pengiriman lumayan cepat,tetapi kepuasan saya yakin bisa lbh cepat lagi. Sukses selalu."
Muhlisin 12,5,2023-05-03 15:10:22,"Teruntuk pihak shoppe, untuk fitur yang kalian tawarkan sudah cukup memuaskan. Cuman mungkin lebih aku saranin untuk lebih diperhatikan lagi untuk kenyamanan & privasi para penggunnya, dan lebih diperbanyak lagi untuk promo-promo menarik lainnya (misal : kasih kejutan istimewa, cashback lebih gede lagi, potongan harga, voucher menarik lainnya bagi para pengguna setianya). Terimakasih 🙏"
221-077_Milina Andayani N,1,2023-05-03 15:04:23,"Sekarang makin kebelakang makin ada ada aja tambahan ongkirnya. Dulu gaada Biaya layanan,biaya penanganan, apalagi pas COD makin tinggi. Shopee food juga gratis ongkir nya cuman 1 ribu aja"
Rey Sesak,5,2023-05-03 14:30:11,"Belanja di shopee jauh lebih hemat. Hanya saja pembeli harus jeli terutama belanja elektronik seperti hp, soalnya banyak penjual nakal yg hanya jual iklan mewah barang zonk."
Wiwi Maung bodas,3,2023-05-03 14:27:57,"Makin kesini koq shopee sering eror, mo beli paket data pake shopepay gagal terus, padahal saldo ada 200k Klu belanja sekarang ada biaya penanganan yg lumayan harganya bisa buat beli tempe atau buat beli gorengan."
Siska Nurwulandari,3,2023-05-03 14:15:00,"Shope akhir"" ini kok ngelag terus ya tolong dong di perbaiki,apalagi kalo mau pembayaran harus nunggu lama dulu padahal jaringan bagus."
Nurul Rahayuu,2,2023-05-03 14:00:17,Kenapa aplikasinya lemot? Bnyk vidio2 juga ga penting di shope...kadang suka kluar sendiri... Akan aq tambahin bintangnya kalau pngjuan dana ku sudah beres...padhl sudah kirim bukti...tp nunggunya lama bnget....
M F Y,1,2023-05-03 13:56:01,"Maaf sy pelanggan setia shopee dari dulu.. tapi koq belakangan ini Mau pencet ""top up shopee pay"" aja kesulitan.. muncul ""perangkat anda tidak memiliki penyimpanan kosong pada fitur ini"".. (Udah saya hapus² memory internal, tetep aja) & apalagi Kalau ""sinyal internetnya dikit"" ga bisa jalan ni aplikasi... 😩 Tolong dibenahi.. ini masalah serius.. bukan sepele lagi.. plissss"
KHARIBO GAMING,1,2023-05-03 13:28:47,"R.I.P SHOPPE. Saya memesan barang, di salah satu toko, update terakhir penjual nya sudah mempersiapkan pengiriman. Namun begitu saya mau chat penjual, tokonya sudah di blokir/dibatasi. Hasilnya saya tidak bisa mendapatkan update, satus pengiriman pesanan saya, yg dari dikemas menjadi dikirim. Kalau mau saya batalkan harus menunggu keputusan dari penjual, sedangkan toko nya sudah di blokir/dibatasi. Jika mau batal otomatis harua tunggu sampai tanggal 7."
Aditya Saputera,5,2023-05-03 13:25:40,"Sekedar saran ya, klo bisa spaylater itu bayar ketika barang datang taggal 1 bayar nya tanggal 1 juga, klo tanggal 10 bayarnya tanggal 10 juga. Jgn d tumpuk semua tanggal 5. Susah bayarnya klo numpuk, mending klo udah ada uangnya bayar, klo gk ada, denda. klo bisa ya sesusi tanggal barang dtg, aku yakin pasti gk ada yg nunggak. Terimakasih, mudah2an d tanggapi saran ini."
eust spryto,1,2023-05-03 13:12:03,"Tadinya saya selalu belanja lewat shopee krn sangat mudah menggunakannya apa lagi kalo free ongkir pasti aku selalu belanja ,tapi setelah free ongkirnya harus pakai bank online ( shebank) ,auto malas lagi pakai shopee. da....shopee."
Aura Savira,1,2023-05-03 12:54:54,"kecewa bngt, krna setiap mau bayar lewat shopee pay selalu saja tidak bisa, lemot banget, padahal jaringan ok penyimpanan juga ok. Tapi kenapa memuat fiturnya selalu lama sekali"
Dian Lestari,1,2023-05-03 12:43:41,Login di hp baru verifikasi wajah selalu gagal. Jadi pindah ke tokped aja meskipun msh ada tagihan. Mau login aja ribet nya minta ampun. Gmn mau byr cicilan kalo login aja ribetnya minta ampun
MOCH SULTONI,4,2023-05-03 11:55:03,Untuk pelanggan Shopee layter harusnya ada reward lah saat akhir tahun. Dan aplikasi ketika di update tolong di tingkatkan kecepatan servernya.
Ahmad Sarnubih,1,2023-05-03 11:18:35,"Proses penanganan komplain konsumen sangat lambat, pesanan ga bisa dibatalkan tp dikirim juga ga nyampe2. Tidak memberikan solusi dan tidak menyelesaikan masalah. Yg diberikan cm disuruh nunggu barang sampai datang yg entah kapan datang dari tangerang ke karawang sudah 8 hari."
Dewi Febri Handayani,1,2023-05-03 10:07:30,"Shopee skrg selalu ada aja msalah... Ini bukan pertama kali saya belanja sdh d bayar , tp stts masih blm d bayar.. Yg pertama uang saya hilang dan ga balik gara2 kejadian seperti ini, dan yg k.2 kali ny. Sdh melapor bukan menyelesaikan mslah malah d suruh menunggu. Yg ad pesanan d batalkan d pihak shopee alesan blm bayar. Dan uang kita ga kembali. Bener-bener buruk shopee sekarang."
Saepul Ulum,1,2023-05-03 09:25:01,"Ini kenapa ya pas saya tidak punya saldo sering muncul pembayaran sebesar 43000 di tolak google play karena saldo tidak mencukupi padahal saya tidak pesan and punya sesuatu yang harus di bayar, terus pas saya isi saldo 50rb pas di cek lagi sisa 7rb. Pas saya liat di transaksi terakhir ternyata ada transaksi 43rb tadi berhasil dan ada 23rb pembayaran yng di tolak oleh google play karena saldo nya mungkin gk cukup. Yng bikin aneh tuh kan setiap transaksi biasanya harus masukkan kata sandi,lah ini?"
dorothy rimba,1,2023-05-03 08:39:41,"Penanganan kasusnya lama banget.. Pake blokir shopeepay segala, padahalnkan refund barang yang dinyatakan ilang ke shopeepay. Terus minta ditransfer manual karena barang ternyata gk ilang. Gimana mau transfer kalau uangnya aja di shopeepay yang diblokir. Yang salah jasa pengiriman, korbannya pembeli. Udh telpon CS juga gk jalan2 kasusnya. Minimal kasih update kek. Udah seminggu dibiarin aja. Nyesel taruh dana di shopeepay."
nra,2,2023-05-03 07:07:59,"Kenapa si setiap saya lebih dari 5 menit di aplikasi ini, pasti ga bisa mencet apa apa lagi. nyusahin bgt, jadi nya harus keluar masuk keluar masuk 🙄 untung shopee ada fitur liat produk sebelum nya.."
